RMA                 Product  Serial Number   Failure Code         City           Delivery Document  Failures
T2014073148280      03-02    S33462636       Electrical Problem   Chicago        B20140804226244    1
T2014073148901      01-09    P96996311       Electrical Problem   New York       B20140811229055    1
T2014073149058      01-09    C48952059       Electrical Problem   New York       B20140805229733    1
T2014073149167      01-09    Q17617371       Electrical Problem   New York       B20140806230235    1
T2014073149462      01-09    T33422392       Electrical Problem   Los Angeles    B20140806231597    1
T2014073149463      01-09    P99698951       Electrical Problem   Atlanta        B20140801231602    1
T2014073150358      01-03    H50594024       Electrical Problem   Los Angeles    B20140814235593    1
T2014073150359      01-03    Q19385090       Electrical Problem   Los Angeles    B20140805235598    1
T2014073150360      01-03    B92549443       Electrical Problem   Los Angeles    B20140801235604    1
T2014073150361      01-03    D34070294       Electrical Problem   Los Angeles    B20140804235611    1
T2014073150362      01-03    K61030470       Electrical Problem   New York       B20140801235614    1
T2014073151502      01-02    M63022731       Electrical Problem   Atlanta        B20140814240744    1
T2014073151907      01-02    S99295017       Electrical Problem   New York       B20140805242569    1
T2014073151908      01-02    A17667286       Electrical Problem   New York       B20140801242575    1
T2014073152877      01-02    E63043113       Electrical Problem   New York       B20140806246905    1
T2014073152878      01-02    H94503123       Electrical Problem   New York       B20140814246909    1
T2014073152879      01-02    Q86433124       Electrical Problem   New York       B20140801246913    1
T2014073153659      01-01    M70418589       Electrical Problem   New York       B20140801250431    1
T2014073153661      01-01    Q92767448       Electrical Problem   New York       B20140807250442    1
T2014073154041      01-01    Q55659520       Electrical Problem   Chicago        B20140801252107    1
T2014073154042      01-01    M43583488       Electrical Problem   Los Angeles    B20140811252111    1
T2014073154206      01-01    T54699643       Electrical Problem   Los Angeles    B20140812252858    1
T2014073154242      01-01    A91129874       Electrical Problem   New York       B20140805253002    1
T2014073154641      01-01    K45076131       Electrical Problem   New York       B20140814254745    1
T2014073154643      01-01    C59539986       Electrical Problem   Chicago        B20140806254757    1
T2014080100168      02-09    Q39850015       Software Problem     New York       B20140805009961    1
T2014080100324      02-09    J68482683       Software Problem     Chicago        B20140806010680    1
T2014080100920      02-09    D30597269       Software Problem     Los Angeles    B20140814013305    1
T2014080101145      02-09    D98743061       Software Problem     New York       B20140807014304    1
T2014080101326      02-09    C62401502       Software Problem     New York       B20140804015128    1
T2014080102637      04-02    Q22376221       Software Problem     Atlanta        B20140806021121    1
T2014080103080      03-02    F14468259       Software Problem     Atlanta        B20140804023152    1
T2014080103834      01-09    M21245914       Software Problem     New York       B20140806026606    1
T2014080104698      01-03    Q79038794       Software Problem     New York       B20140804030364    1
T2014080104699      01-03    Q34720829       Software Problem     Chicago        B20140813030367    1
T2014080104700      01-03    J80367969       Software Problem     Atlanta        B20140807030372    1
T2014080104701      01-03    M93556549       Software Problem     New York       B20140807030374    1
T2014080104702      01-03    B36537064       Software Problem     New York       B20140804030382    1
T2014080105083      01-02    R41760502       Software Problem     Los Angeles    B20140806032171    1
T2014080105589      01-02    H66744992       Software Problem     Atlanta        B20140813034374    1
T2014080105937      01-02    L52015670       Software Problem     New York       B20140807036010    1
T2014080108413      01-03    S88733012       No Problem Found     New York       B20140801047113    1
T2014080108923      01-02    F46833178       No Problem Found     Atlanta        B20140804049493    1
T2014080112007      01-02    B36934982       No Problem Found     Los Angeles    B20140805063405    1
T2014080112488      01-02    N27233187       No Problem Found     Los Angeles    B20140805065588    1
T2014080114147      01-01    N11185737       No Problem Found     Los Angeles    B20140804072916    1
T2014080114444      04-09    T83745396       No Problem Found     New York       B20140804074268    1
T2014080114499      04-09    S49712766       No Problem Found     Atlanta        B20140804074520    1
T2014080114679      04-09    B42651814       No Problem Found     New York       B20140804075313    1
T2014080114909      02-09    L97925090       Optical Problem      Chicago        B20140807076366    1
T2014080115096      02-09    J58633456       Optical Problem      Los Angeles    B20140811077239    1
T2014080115332      03-02    F20519416       Optical Problem      Los Angeles    B20140807078275    1
T2014080116224      01-01    R48801465       Optical Problem      New York       B20140807082354    1
T2014080116225      01-01    R98440048       Optical Problem      Atlanta        B20140812082355    1
T2014080117080      01-03    P43117250       No Problem Found     Atlanta        B20140804086248    1
T2014080117107      01-02    L55583134       No Problem Found     Los Angeles    B20140804086374    1
T2014080117279      01-09    B91437232       No Problem Found     Atlanta        B20140804087167    1
T2014080117824      01-02    M11049680       No Problem Found     Atlanta        B20140804089526    1
T2014080117870      01-01    T32891712       No Problem Found     Chicago        B20140804089705    1
T2014080117945      02-09    H96682207       No Problem Found     Atlanta        B20140804090090    1
T2014080119563      02-03    F80196498       No Problem Found     Atlanta        B20140805097451    1
T2014080119574      03-02    Q81921770       No Problem Found     New York       B20140805097510    1
T2014080120167      01-01    S96816624       No Problem Found     New York       B20140804100177    1
T2014080122086      04-02    R56574486       No Problem Found     Chicago        B20140804108882    1
T2014080122249      04-01    A55771244       No Problem Found     New York       B20140804109558    1
T2014080122297      01-02    J24278017       No Problem Found     Los Angeles    B20140804109783    1
T2014080122720      02-09    Q43221360       No Problem Found     Atlanta        B20140805111753    1
T2014080123110      01-01    B93352449       No Problem Found     Los Angeles    B20140804113460    1
T2014080124190      02-01    F31219816       No Problem Found     Atlanta        B20140804118298    1
T2014080124218      01-02    R38143190       No Problem Found     Atlanta        B20140804118432    1
T2014080124944      01-02    G64583137       No Problem Found     Los Angeles    B20140804121627    1
T2014080125057      02-09    L82682869       No Problem Found     Los Angeles    B20140804122111    1
T2014080125540      02-09    N29174100       No Problem Found     New York       B20140804124336    1
T2014080125997      01-02    F37980401       No Problem Found     Chicago        B20140804126355    1
T2014080127750      01-01    P34933308       No Problem Found     New York       B20140804134097    1
T2014080128826      02-09    G93471463       No Problem Found     New York       B20140804138942    1
T2014080129690      01-02    B80983184       No Problem Found     Los Angeles    B20140804142866    1
T2014080132039      02-09    N39338143       No Problem Found     New York       B20140804153301    1
T2014080132153      01-01    L92617272       No Problem Found     New York       B20140804153814    1
T2014080132618      01-02    R92001238       No Problem Found     New York       B20140804155981    1
T2014080133572      01-01    Q58048355       No Problem Found     New York       B20140805160351    1
T2014080134058      04-09    N31283707       No Problem Found     Chicago        B20140804162499    1
T2014080134144      01-01    L87244287       No Problem Found     New York       B20140804162886    1
T2014080134967      01-01    S73743883       No Problem Found     New York       B20140804166553    1
T2014080135232      01-02    B69282921       No Problem Found     Los Angeles    B20140804167733    1
T2014080135281      01-02    R28923185       No Problem Found     Los Angeles    B20140804167948    1
T2014080136309      02-09    F72656614       No Problem Found     New York       B20140805172620    1
T2014080136506      01-09    D22709506       No Problem Found     Los Angeles    B20140804173509    1
T2014080137481      02-09    C84474764       No Problem Found     New York       B20140805177973    1
T2014080138447      02-09    G91569139       Mechanical Problem   Los Angeles    B20140806182384    1
T2014080138742      02-09    Q11400479       Mechanical Problem   Los Angeles    B20140813183641    1
T2014080138939      02-09    M68351473       Mechanical Problem   New York       B20140813184524    1
T2014080139462      02-09    Q94140244       Mechanical Problem   Los Angeles    B20140805186775    1
T2014080139587      02-09    S31210450       Mechanical Problem   New York       B20140805187297    1
T2014080139588      02-09    C18122964       Mechanical Problem   New York       B20140814187305    1
T2014080139999      04-09    H71908186       Mechanical Problem   New York       B20140812189153    1
T2014080140509      03-02    C85971870       Mechanical Problem   Los Angeles    B20140807191448    1
T2014080140681      02-03    J19006747       Mechanical Problem   New York       B20140807192248    1
T2014080141268      01-09    H66221282       Mechanical Problem   Los Angeles    B20140806194841    1
T2014080141790      01-03    S86357641       Mechanical Problem   New York       B20140813197174    1
T2014080141791      01-03    J63444857       Mechanical Problem   New York       B20140804197182    1
T2014080141793      01-03    Q60370974       Mechanical Problem   Atlanta        B20140805197193    1
T2014080142677      01-02    H87375737       Mechanical Problem   Atlanta        B20140804201105    1
T2014080142678      01-02    A18930020       Mechanical Problem   Los Angeles    B20140807201107    1
T2014080143193      01-02    Q98213154       Mechanical Problem   New York       B20140806203528    1
T2014080143197      01-02    S22673177       Mechanical Problem   Chicago        B20140806203542    1
T2014080143682      01-01    J49450088       Mechanical Problem   Los Angeles    B20140806205639    1
T2014080143981      01-01    A61516862       Mechanical Problem   Los Angeles    B20140806206968    1
T2014080143982      01-01    K37908702       Mechanical Problem   Chicago        B20140808206973    1
T2014080144284      01-01    E24084470       Mechanical Problem   Atlanta        B20140813208355    1
T2014080144558      02-09    N59862055       Electrical Problem   New York       B20140813209576    1
T2014080144829      02-09    K38102269       Electrical Problem   New York       B20140807210821    1
T2014080146674      02-09    K98492533       Electrical Problem   New York       B20140811219035    1
T2014080147104      04-09    C91432845       Electrical Problem   New York       B20140807220956    1
T2014080147272      04-09    Q99343702       Electrical Problem   Los Angeles    B20140805221703    1
T2014080147876      04-01    Q73260052       Electrical Problem   New York       B20140812224417    1
T2014080149028      01-09    P18251839       Electrical Problem   Los Angeles    B20140812229593    1
T2014080149261      01-09    H41767228       Electrical Problem   Los Angeles    B20140806230712    1
T2014080149465      01-09    M95224071       Electrical Problem   Los Angeles    B20140815231611    1
T2014080150363      01-03    Q97952650       Electrical Problem   Los Angeles    B20140806235619    1
T2014080151909      01-02    P96214077       Electrical Problem   Los Angeles    B20140806242580    1
T2014080152165      01-02    T14339264       Electrical Problem   Chicago        B20140807243718    1
T2014080152881      01-02    S36393186       Electrical Problem   New York       B20140807246925    1
T2014080152882      01-02    G99763188       Electrical Problem   New York       B20140805246926    1
T2014080154043      01-01    E43973096       Electrical Problem   New York       B20140806252114    1
T2014080154319      01-01    K21961558       Electrical Problem   Atlanta        B20140805253348    1
T2014080200172      02-09    L20536114       Software Problem     Los Angeles    B20140815009976    1
T2014080201416      02-09    N78962551       Software Problem     New York       B20140808015514    1
T2014080201830      02-09    J30164065       Software Problem     New York       B20140813017399    1
T2014080202337      04-09    C88343722       Software Problem     Atlanta        B20140807019809    1
T2014080202800      04-01    Q87040639       Software Problem     New York       B20140804021930    1
T2014080203641      01-09    S11261880       Software Problem     Chicago        B20140806025706    1
T2014080204003      01-09    D98549326       Software Problem     Los Angeles    B20140805027321    1
T2014080204703      01-03    E71521359       Software Problem     Los Angeles    B20140807030385    1
T2014080204705      01-03    P42984745       Software Problem     Los Angeles    B20140814030395    1
T2014080205084      01-02    T36707275       Software Problem     New York       B20140805032178    1
T2014080205590      01-02    M70995826       Software Problem     Los Angeles    B20140811034378    1
T2014080206714      01-02    Q92683193       Software Problem     Atlanta        B20140808039478    1
T2014080206715      01-02    D97538219       Software Problem     Atlanta        B20140814039486    1
T2014080206716      01-02    Q70056593       Software Problem     Los Angeles    B20140804039493    1
T2014080207745      01-01    P53525455       Software Problem     Atlanta        B20140808044086    1
T2014080208374      02-09    T43467039       No Problem Found     Atlanta        B20140802046951    1
T2014080209377      01-01    A25461988       No Problem Found     Los Angeles    B20140804051497    1
T2014080209419      02-09    K19423144       No Problem Found     Los Angeles    B20140804051685    1
T2014080209614      01-02    S97801266       No Problem Found     Los Angeles    B20140804052570    1
T2014080209830      01-02    K49145240       No Problem Found     New York       B20140805053521    1
T2014080210643      02-09    P73632558       No Problem Found     Atlanta        B20140804057207    1
T2014080211282      02-03    B79205032       No Problem Found     New York       B20140804060119    1
T2014080211768      01-01    D96407138       No Problem Found     Atlanta        B20140804062348    1
T2014080212251      01-02    D62985540       No Problem Found     New York       B20140804064557    1
T2014080212787      02-09    A51834629       No Problem Found     Los Angeles    B20140805066951    1
T2014080212864      02-09    S80817831       No Problem Found     New York       B20140805067275    1
T2014080213106      01-02    H14333786       No Problem Found     Los Angeles    B20140804068321    1
T2014080213866      01-02    J56126016       No Problem Found     Atlanta        B20140804071753    1
T2014080214515      01-02    N20885040       No Problem Found     Chicago        B20140804074587    1
T2014080215360      03-02    R39020173       Optical Problem      Atlanta        B20140806078390    1
T2014080216226      01-01    F19624758       Optical Problem      Los Angeles    B20140806082363    1
T2014080217895      01-01    R32758048       No Problem Found     New York       B20140804089813    1
T2014080218544      04-09    D13135548       No Problem Found     Los Angeles    B20140804092801    1
T2014080218622      01-02    T95594964       No Problem Found     Los Angeles    B20140804093147    1
T2014080218856      01-02    B44034987       No Problem Found     Chicago        B20140805094176    1
T2014080218926      02-09    T49445045       No Problem Found     Los Angeles    B20140804094538    1
T2014080219304      01-02    L72991626       No Problem Found     New York       B20140804096292    1
T2014080220361      02-09    F75129092       No Problem Found     Atlanta        B20140804101034    1
T2014080221156      02-09    L92959765       No Problem Found     Atlanta        B20140804104636    1
T2014080222731      01-02    E19203192       No Problem Found     Atlanta        B20140804111812    1
T2014080223284      02-02    J83669403       No Problem Found     Atlanta        B20140804114269    1
T2014080223685      01-09    K75841286       No Problem Found     Atlanta        B20140804116046    1
T2014080226203      01-09    Q83073938       No Problem Found     Los Angeles    B20140804127269    1
T2014080226989      02-09    Q81349113       No Problem Found     Chicago        B20140804130828    1
T2014080227258      04-01    M43751945       No Problem Found     Los Angeles    B20140804132013    1
T2014080227719      03-02    J16199067       No Problem Found     Atlanta        B20140804133975    1
T2014080228107      01-02    N74229233       No Problem Found     Atlanta        B20140804135651    1
T2014080228160      01-09    L90464753       No Problem Found     Chicago        B20140804135897    1
T2014080228520      01-02    Q98985351       No Problem Found     New York       B20140804137536    1
T2014080228890      02-09    J11736805       No Problem Found     Atlanta        B20140804139251    1
T2014080228928      02-09    J96096282       No Problem Found     Atlanta        B20140804139413    1
T2014080229119      02-09    H47601573       No Problem Found     Atlanta        B20140804140271    1
T2014080230667      02-09    Q29264176       No Problem Found     New York       B20140804147194    1
T2014080230904      01-03    Q45687434       No Problem Found     New York       B20140804148250    1
T2014080232154      02-02    J99951051       No Problem Found     New York       B20140804153821    1
T2014080232290      01-01    B88620093       No Problem Found     Los Angeles    B20140805154457    1
T2014080232936      02-09    G65794692       No Problem Found     Los Angeles    B20140805157413    1
T2014080233532      01-09    L14011254       No Problem Found     Atlanta        B20140804160188    1
T2014080233533      01-02    Q91439353       No Problem Found     Atlanta        B20140805160193    1
T2014080233694      01-09    D28009514       No Problem Found     New York       B20140805160891    1
T2014080234480      02-09    M77425073       No Problem Found     New York       B20140804164390    1
T2014080234942      01-09    Q24441177       No Problem Found     Los Angeles    B20140804166455    1
T2014080235522      02-09    N91323680       No Problem Found     New York       B20140804169022    1
T2014080236414      02-09    Q78532019       No Problem Found     New York       B20140804173101    1
T2014080237554      04-02    Q95584578       No Problem Found     Los Angeles    B20140804178297    1
T2014080237767      01-02    E79965393       No Problem Found     Chicago        B20140805179263    1
T2014080238940      02-09    D15029965       Mechanical Problem   New York       B20140805184529    1
T2014080238941      02-09    H10173284       Mechanical Problem   New York       B20140807184536    1
T2014080239097      02-09    Q12962073       Mechanical Problem   Los Angeles    B20140804185188    1
T2014080239098      02-09    N51111716       Mechanical Problem   New York       B20140806185189    1
T2014080239844      04-09    N74445371       Mechanical Problem   New York       B20140808188475    1
T2014080239845      04-09    Q40894009       Mechanical Problem   Atlanta        B20140811188478    1
T2014080239847      04-09    R51036129       Mechanical Problem   New York       B20140805188489    1
T2014080240966      01-09    Q76593642       Mechanical Problem   Atlanta        B20140806193483    1
T2014080241794      01-03    P95479710       Mechanical Problem   Atlanta        B20140804197195    1
T2014080241795      01-03    K65918295       Mechanical Problem   Los Angeles    B20140811197203    1
T2014080242301      01-02    H46289853       Mechanical Problem   New York       B20140807199375    1
T2014080242430      01-02    H83615840       Mechanical Problem   New York       B20140814200008    1
T2014080242679      01-02    G80054514       Mechanical Problem   New York       B20140814201112    1
T2014080242680      01-02    G69811606       Mechanical Problem   New York       B20140805201120    1
T2014080243198      01-02    F83117943       Mechanical Problem   Los Angeles    B20140805203546    1
T2014080243683      01-01    F50491788       Mechanical Problem   Atlanta        B20140806205646    1
T2014080243921      01-01    C54887149       Mechanical Problem   New York       B20140812206720    1
T2014080244739      02-09    Q27280782       Electrical Problem   Atlanta        B20140806210407    1
T2014080246042      02-09    N69761471       Electrical Problem   Atlanta        B20140805216140    1
T2014080246160      02-09    R57019794       Electrical Problem   Atlanta        B20140806216655    1
T2014080246161      02-09    G61346670       Electrical Problem   Los Angeles    B20140808216660    1
T2014080247273      04-09    S50869576       Electrical Problem   Atlanta        B20140804221704    1
T2014080247582      04-02    A74143429       Electrical Problem   Los Angeles    B20140806223015    1
T2014080247583      04-02    T62603734       Electrical Problem   Los Angeles    B20140807223022    1
T2014080247877      04-01    N87182297       Electrical Problem   Los Angeles    B20140804224424    1
T2014080247879      04-01    Q91291868       Electrical Problem   New York       B20140814224436    1
T2014080248110      03-02    G93530582       Electrical Problem   New York       B20140811225466    1
T2014080248264      03-02    D86732392       Electrical Problem   Chicago        B20140807226155    1
T2014080248281      03-02    L42138971       Electrical Problem   Los Angeles    B20140807226251    1
T2014080248664      02-02    M85748804       Electrical Problem   Los Angeles    B20140815227986    1
T2014080248665      02-02    D37452815       Electrical Problem   New York       B20140806227988    1
T2014080248902      01-09    T77814758       Electrical Problem   Los Angeles    B20140815229057    1
T2014080248903      01-09    N50354762       Electrical Problem   Atlanta        B20140811229064    1
T2014080249153      01-09    P50253698       Electrical Problem   Atlanta        B20140807230160    1
T2014080249262      01-09    P34413204       Electrical Problem   Atlanta        B20140807230716    1
T2014080250367      01-03    P82519384       Electrical Problem   New York       B20140806235635    1
T2014080250852      01-02    C32554952       Electrical Problem   Chicago        B20140812237777    1
T2014080250853      01-02    F49388474       Electrical Problem   New York       B20140812237785    1
T2014080251130      01-02    D94512462       Electrical Problem   Los Angeles    B20140805239053    1
T2014080251910      01-02    E17845316       Electrical Problem   New York       B20140814242586    1
T2014080252883      01-02    Q39401598       Electrical Problem   New York       B20140814246927    1
T2014080252884      01-02    D15399152       Electrical Problem   New York       B20140806246934    1
T2014080252886      01-02    C17179317       Electrical Problem   Los Angeles    B20140808246945    1
T2014080254483      01-01    C51166646       Electrical Problem   Atlanta        B20140806254041    1
T2014080300715      02-09    T32603269       Software Problem     Atlanta        B20140805012421    1
T2014080300716      02-09    Q84523292       Software Problem     New York       B20140804012427    1
T2014080301468      02-09    B78816154       Software Problem     New York       B20140812015755    1
T2014080301687      02-09    G41950609       Software Problem     Los Angeles    B20140806016767    1
T2014080301997      04-09    A44475557       Software Problem     Los Angeles    B20140804018191    1
T2014080302801      04-01    B46453537       Software Problem     New York       B20140804021935    1
T2014080302802      04-01    S95210974       Software Problem     New York       B20140813021942    1
T2014080302803      04-01    S89090977       Software Problem     Los Angeles    B20140805021947    1
T2014080302960      03-02    Q34852702       Software Problem     Los Angeles    B20140811022601    1
T2014080302961      03-02    C70802746       Software Problem     Los Angeles    B20140805022606    1
T2014080304706      01-03    B53157381       Software Problem     Los Angeles    B20140804030400    1
T2014080306161      01-02    P56936471       Software Problem     Los Angeles    B20140806037035    1
T2014080306717      01-02    A57890587       Software Problem     Chicago        B20140807039494    1
T2014080307349      01-01    L34340029       Software Problem     New York       B20140805042345    1
T2014080308675      02-09    A19687414       No Problem Found     Chicago        B20140803048351    1
T2014080309051      02-09    K22763102       No Problem Found     New York       B20140804050071    1
T2014080309313      01-03    L23658725       No Problem Found     Atlanta        B20140804051245    1
T2014080310527      02-09    M71043785       No Problem Found     Atlanta        B20140804056697    1
T2014080311831      01-02    Q48750705       No Problem Found     Chicago        B20140804062632    1
T2014080312170      01-01    A67680038       No Problem Found     New York       B20140805064157    1
T2014080312240      02-09    E83001119       No Problem Found     Atlanta        B20140804064511    1
T2014080312801      02-03    B97137430       No Problem Found     New York       B20140804067011    1
T2014080312923      01-01    J26870879       No Problem Found     Atlanta        B20140804067510    1
T2014080313413      01-01    J80970189       No Problem Found     Los Angeles    B20140805069768    1
T2014080313634      01-09    B28821386       No Problem Found     Atlanta        B20140804070748    1
T2014080313681      01-03    M62303426       No Problem Found     Los Angeles    B20140805070934    1
T2014080314228      02-09    E37395333       No Problem Found     Atlanta        B20140804073254    1
T2014080314347      04-09    D99447135       No Problem Found     Los Angeles    B20140805073818    1
T2014080315245      04-02    S66431932       Optical Problem      Los Angeles    B20140804077899    1
T2014080315283      04-01    S29450938       Optical Problem      New York       B20140806078073    1
T2014080316103      01-02    J29226620       Optical Problem      New York       B20140807081808    1
T2014080316281      01-01    A67011243       Optical Problem      New York       B20140813082603    1
T2014080316925      01-01    K57930201       No Problem Found     Chicago        B20140804085517    1
T2014080317532      02-09    F17395132       No Problem Found     Los Angeles    B20140804088266    1
T2014080317626      01-02    D14592100       No Problem Found     Atlanta        B20140805088686    1
T2014080318973      01-02    G90833091       No Problem Found     Los Angeles    B20140804094768    1
T2014080319660      01-02    E32020742       No Problem Found     New York       B20140804097880    1
T2014080319933      01-02    P21217610       No Problem Found     New York       B20140804099070    1
T2014080320901      03-02    C75465020       No Problem Found     Atlanta        B20140804103517    1
T2014080321146      01-01    B78507454       No Problem Found     Atlanta        B20140804104583    1
T2014080321588      01-02    J73754466       No Problem Found     Atlanta        B20140804106545    1
T2014080322907      02-09    R38904704       No Problem Found     Chicago        B20140804112565    1
T2014080323424      01-01    A41649344       No Problem Found     Los Angeles    B20140804114925    1
T2014080324405      01-02    L87110481       No Problem Found     New York       B20140804119246    1
T2014080325658      01-02    D82939715       No Problem Found     Los Angeles    B20140804124865    1
T2014080325761      02-09    S53802336       No Problem Found     Los Angeles    B20140805125314    1
T2014080325969      01-01    Q40665985       No Problem Found     Atlanta        B20140805126220    1
T2014080326124      01-03    N31368639       No Problem Found     New York       B20140804126891    1
T2014080327982      02-09    F94293114       No Problem Found     New York       B20140804135081    1
T2014080328318      01-01    C92738235       No Problem Found     New York       B20140805136608    1
T2014080329128      02-02    G85496255       No Problem Found     Los Angeles    B20140805140320    1
T2014080329305      02-09    D91820076       No Problem Found     New York       B20140804141162    1
T2014080329408      01-09    L39665094       No Problem Found     New York       B20140804141616    1
T2014080329529      04-01    G95280971       No Problem Found     New York       B20140804142140    1
T2014080331318      01-01    S17975181       No Problem Found     New York       B20140804150115    1
T2014080331334      04-01    C72831305       No Problem Found     Chicago        B20140804150173    1
T2014080331529      01-02    D99385352       No Problem Found     New York       B20140805151065    1
T2014080331656      01-01    J65631207       No Problem Found     Los Angeles    B20140805151622    1
T2014080332112      04-01    N28121868       No Problem Found     Los Angeles    B20140804153651    1
T2014080332924      03-02    A85490855       No Problem Found     New York       B20140804157340    1
T2014080333658      01-01    Q48254595       No Problem Found     Atlanta        B20140804160708    1
T2014080334001      02-09    T89374622       No Problem Found     Los Angeles    B20140804162247    1
T2014080334662      01-01    F47210077       No Problem Found     Los Angeles    B20140804165191    1
T2014080334720      01-02    B70656437       No Problem Found     Los Angeles    B20140804165454    1
T2014080335008      01-09    F97519648       No Problem Found     Atlanta        B20140804166737    1
T2014080336864      02-09    G32301602       No Problem Found     New York       B20140804175164    1
T2014080337491      02-09    R73514319       No Problem Found     Atlanta        B20140804178023    1
T2014080338622      02-09    R70709823       Mechanical Problem   Chicago        B20140804183139    1
T2014080338743      02-09    Q31182379       Mechanical Problem   Chicago        B20140805183648    1
T2014080339237      02-09    Q13534139       Mechanical Problem   Los Angeles    B20140805185786    1
T2014080339238      02-09    K62782090       Mechanical Problem   New York       B20140804185787    1
T2014080339848      04-09    K29876152       Mechanical Problem   Atlanta        B20140804188496    1
T2014080340317      04-01    Q67563278       Mechanical Problem   Los Angeles    B20140807190581    1
T2014080341380      01-09    H52525077       Mechanical Problem   Atlanta        B20140804195338    1
T2014080341798      01-03    T62615774       Mechanical Problem   Atlanta        B20140805197214    1
T2014080341800      01-03    J14050561       Mechanical Problem   Los Angeles    B20140814197222    1
T2014080342172      01-02    P79860578       Mechanical Problem   Los Angeles    B20140804198847    1
T2014080342820      01-02    K87451714       Mechanical Problem   New York       B20140807201782    1
T2014080342821      01-02    D94337255       Mechanical Problem   Los Angeles    B20140807201783    1
T2014080343200      01-02    F84467258       Mechanical Problem   Los Angeles    B20140806203557    1
T2014080343202      01-02    D93285203       Mechanical Problem   Atlanta        B20140815203563    1
T2014080343983      01-01    T30132520       Mechanical Problem   New York       B20140806206981    1
T2014080344076      01-01    S14617136       Mechanical Problem   Chicago        B20140806207433    1
T2014080344286      01-01    S10984082       Mechanical Problem   Atlanta        B20140805208365    1
T2014080345478      02-09    H80480531       Electrical Problem   New York       B20140807213668    1
T2014080345479      02-09    Q80758288       Electrical Problem   Los Angeles    B20140805213673    1
T2014080346431      02-09    T79672568       Electrical Problem   Los Angeles    B20140805217888    1
T2014080347274      04-09    Q16609593       Electrical Problem   Los Angeles    B20140805221710    1
T2014080347356      04-09    L86918236       Electrical Problem   Los Angeles    B20140804222051    1
T2014080347471      04-02    T97030818       Electrical Problem   New York       B20140807222559    1
T2014080347881      04-01    R75130996       Electrical Problem   New York       B20140807224445    1
T2014080348111      03-02    L29518056       Electrical Problem   Los Angeles    B20140805225474    1
T2014080348370      03-02    R58349992       Electrical Problem   New York       B20140805226648    1
T2014080348424      02-03    J90503353       Electrical Problem   New York       B20140813226918    1
T2014080348904      01-09    F40234984       Electrical Problem   Chicago        B20140811229069    1
T2014080349654      01-09    D54067165       Electrical Problem   Los Angeles    B20140805232466    1
T2014080349655      01-09    Q49643094       Electrical Problem   Los Angeles    B20140804232474    1
T2014080350854      01-02    L47301074       Electrical Problem   Los Angeles    B20140808237791    1
T2014080350855      01-02    J51923941       Electrical Problem   New York       B20140805237795    1
T2014080350856      01-02    S94394129       Electrical Problem   Los Angeles    B20140814237802    1
T2014080350857      01-02    R29584316       Electrical Problem   Los Angeles    B20140804237809    1
T2014080350858      01-02    E27252148       Electrical Problem   Los Angeles    B20140806237811    1
T2014080351503      01-02    J44210614       Electrical Problem   Atlanta        B20140807240747    1
T2014080351911      01-02    H76067599       Electrical Problem   Chicago        B20140804242587    1
T2014080351912      01-02    M12959009       Electrical Problem   Atlanta        B20140811242589    1
T2014080352890      01-02    Q27035845       Electrical Problem   Los Angeles    B20140805246960    1
T2014080352891      01-02    D58678090       Electrical Problem   Atlanta        B20140814246962    1
T2014080352893      01-02    E73451494       Electrical Problem   New York       B20140807246970    1
T2014080353664      01-01    H49760006       Electrical Problem   Los Angeles    B20140806250458    1
T2014080354243      01-01    Q40636455       Electrical Problem   Atlanta        B20140806253004    1
T2014080405089      01-02    Q81427882       Software Problem     Atlanta        B20140808032198    1
T2014080420579      03-02    D23655430       No Problem Found     Chicago        B20140805102031    1
T2014080447106      04-09    T60101282       Electrical Problem   Los Angeles    B20140808220964    1
T2014080600173      02-09    P79478094       Software Problem     Atlanta        B20140814009977    1
T2014080600629      02-09    M29470699       Software Problem     New York       B20140819012049    1
T2014080600922      02-09    Q79452499       Software Problem     New York       B20140819013315    1
T2014080601469      02-09    P35198559       Software Problem     Los Angeles    B20140807015758    1
T2014080601634      02-09    A13551898       Software Problem     Los Angeles    B20140812016526    1
T2014080602472      04-02    J53493762       Software Problem     Chicago        B20140807020383    1
T2014080602586      04-02    M85842011       Software Problem     Atlanta        B20140814020881    1
T2014080602587      04-02    M12010940       Software Problem     Los Angeles    B20140812020884    1
T2014080602804      04-01    L64962056       Software Problem     New York       B20140813021952    1
T2014080602805      04-01    E70842969       Software Problem     Los Angeles    B20140815021953    1
T2014080602806      04-01    A27420424       Software Problem     New York       B20140808021955    1
T2014080603339      02-02    B18445793       Software Problem     Los Angeles    B20140807024342    1
T2014080604004      01-09    Q93575596       Software Problem     Chicago        B20140813027325    1
T2014080604005      01-09    F23574433       Software Problem     Los Angeles    B20140807027326    1
T2014080604707      01-03    T29073883       Software Problem     Atlanta        B20140807030403    1
T2014080605282      01-02    H37419982       Software Problem     Atlanta        B20140819033029    1
T2014080605938      01-02    L60035711       Software Problem     Los Angeles    B20140814036012    1
T2014080605939      01-02    E38095753       Software Problem     Los Angeles    B20140812036016    1
T2014080606719      01-02    P70360563       Software Problem     New York       B20140813039497    1
T2014080606720      01-02    P48494516       Software Problem     Los Angeles    B20140807039501    1
T2014080606721      01-02    K65613893       Software Problem     New York       B20140811039509    1
