RMA	Product	Serial Number	Failure Code	Start Date	Finish Date	Failures
S0486661	CO	A21905662	Electrical Problem	20140207	20140217	1
S0486707	CL	E28136074	Electrical Problem	20141003	20141008	1
S0486712	CO	T25766771	Electrical Problem	20140413	20140414	1
S0486743	CL	R62920096	Electrical Problem	20141016	20141020	1
S0486807	CO	Q19445291	Electrical Problem	20140207	20140211	1
S0486814	CO	J51700918	Electrical Problem	20140314	20140318	1
S0486835	MC	P48880039	Electrical Problem	20140120	20140122	1
S0486856	MT	R86985375	Electrical Problem	20140110	20140113	1
S0486926	CO	S11514984	Electrical Problem	20140813	20140815	1
S0487023	BO	E35051463	Electrical Problem	20141010	20141013	1
S0487025	CS	J26472033	Electrical Problem	20140305	20140307	1
S0487059	BO	P10283599	Electrical Problem	20140928	20141003	1
S0487138	CL	P13033262	Electrical Problem	20140305	20140314	1
S0487147	CO	Q73667723	Electrical Problem	20140816	20140819	1
S0487157	BH	Q40668331	Electrical Problem	20140719	20140723	1
S0487221	PI	T25228436	Electrical Problem	20140803	20140815	1
S0487239	CL	S78645057	Electrical Problem	20140517	20140521	1
S0487250	CL	Q32527172	Electrical Problem	20141221	20141224	1
S0487350	PO	Q85791966	Electrical Problem	20140814	20140818	1
S0487360	CL	R99179037	Electrical Problem	20140613	20140626	1
S0487418	CD	Q47854036	Electrical Problem	20140611	20140612	1
S0487428	PO	J84587064	Electrical Problem	20140921	20140922	1
S0487451	CL	M93344588	Electrical Problem	20140525	20140606	1
S0487487	MO	P52535578	Electrical Problem	20141015	20141024	1
S0487494	PO	A92169036	Electrical Problem	20140214	20140218	1
S0487498	MT	L93237013	Electrical Problem	20140718	20140723	1
S0487508	CD	J36695022	Electrical Problem	20140410	20140411	1
S0487531	PO	G33322987	Electrical Problem	20140611	20140612	1
S0487572	MC	Q94662430	Electrical Problem	20141004	20141010	1
S0487588	CD	Q50599722	Electrical Problem	20140828	20140902	1
S0487604	CL	J91574683	Electrical Problem	20140806	20140819	1
S0487646	CD	G43412899	Electrical Problem	20140601	20140609	1
S0487719	PD	R26683881	Electrical Problem	20140614	20140616	1
S0487820	CD	S39809253	Electrical Problem	20140123	20140124	1
S0487830	PO	C57653554	Electrical Problem	20140301	20140305	1
S0487855	MO	D63454026	Electrical Problem	20141220	20141224	1
S0487870	MT	Q48971482	Electrical Problem	20140629	20140630	1
S0487893	PL	J89705416	Electrical Problem	20140912	20140916	1
S0487897	CL	E37926602	Electrical Problem	20141009	20141013	1
S0487903	CL	D20399981	Electrical Problem	20141108	20141111	1
S0487971	CO	K78548162	Electrical Problem	20141114	20141117	1
S0487993	CL	J70832014	Electrical Problem	20140323	20140403	1
S0488014	CL	Q30015427	Electrical Problem	20141115	20141119	1
S0488041	MC	F90170932	Electrical Problem	20140424	20140505	1
S0488065	CD	H66911050	Electrical Problem	20141029	20141031	1
S0488072	CL	F65758157	Electrical Problem	20140123	20140128	1
S0488075	BO	Q50900813	Electrical Problem	20140314	20140318	1
S0488132	CL	Q36556751	Electrical Problem	20140709	20140710	1
S0488187	PO	P35661034	Electrical Problem	20140509	20140513	1
S0488213	CD	R65059348	Electrical Problem	20140312	20140314	1
S0488264	MO	K96260616	Electrical Problem	20140503	20140509	1
S0488278	PO	B52324449	Electrical Problem	20140315	20140324	1
S0488286	CD	Q83763546	Electrical Problem	20140105	20140106	1
S0488319	CD	K84602520	Electrical Problem	20140126	20140129	1
S0488322	CD	C87650379	Electrical Problem	20141101	20141103	1
S0488373	CD	L91232041	Electrical Problem	20140525	20140526	1
S0488378	MO	S29524378	Electrical Problem	20140907	20140910	1
S0488388	PO	K87019180	Electrical Problem	20141123	20141125	1
S0488407	CL	Q75257233	Electrical Problem	20140626	20140627	1
S0488427	CD	C67575952	Electrical Problem	20140918	20140923	1
S0488469	PI	Q31780833	Electrical Problem	20140809	20140813	1
S0488476	CD	F84250055	Electrical Problem	20140502	20140505	1
S0488498	CO	F40149026	Electrical Problem	20140510	20140520	1
S0488528	MO	A74050083	Electrical Problem	20141029	20141104	1
S0488552	CL	C28090316	Electrical Problem	20140423	20140501	1
S0488592	CL	F27690159	Electrical Problem	20141002	20141016	1
S0488628	MC	N72305114	Electrical Problem	20140712	20140716	1
S0488641	CL	G66263411	Electrical Problem	20141220	20141226	1
S0488651	CL	H32352210	Electrical Problem	20140911	20140916	1
S0488686	PO	K30142317	Electrical Problem	20140425	20140428	1
S0488689	CS	C96153808	Electrical Problem	20140227	20140303	1
S0488704	PO	Q73386052	Electrical Problem	20140319	20140324	1
S0488717	MC	G20852665	Electrical Problem	20140103	20140114	1
S0488729	CL	D39345713	Electrical Problem	20140716	20140722	1
S0488769	CL	C26518827	Electrical Problem	20141109	20141110	1
S0488823	PO	B25244994	Electrical Problem	20140207	20140211	1
S0488851	CD	G66784110	Electrical Problem	20140529	20140602	1
S0488885	PL	Q26037815	Electrical Problem	20141016	20141017	1
S0488909	CL	P51324580	Electrical Problem	20140201	20140212	1
S0488933	CD	P59180284	Electrical Problem	20140702	20140703	1
S0488992	CL	K64729938	Electrical Problem	20140327	20140328	1
S0489031	CL	T10622988	Electrical Problem	20140815	20140818	1
S0489033	CL	G32714235	Electrical Problem	20141123	20141124	1
S0489039	PO	F66604010	Electrical Problem	20140110	20140123	1
S0489063	CL	G55370090	Electrical Problem	20140127	20140130	1
S0489070	PI	H30271653	Electrical Problem	20140705	20140708	1
S0489076	PD	J68115375	Electrical Problem	20140614	20140616	1
S0489089	CD	T86900702	Electrical Problem	20140915	20140918	1
S0489158	CD	Q13193734	Electrical Problem	20140724	20140729	1
S0489197	CL	T30452100	Electrical Problem	20140917	20140919	1
S0489218	PO	P99272520	Electrical Problem	20140618	20140619	1
S0489262	CD	B80982752	Electrical Problem	20141005	20141006	1
S0489288	CO	P50397002	Electrical Problem	20140312	20140326	1
S0489333	CD	M52736168	Electrical Problem	20140628	20140708	1
S0489405	MO	J65403388	Electrical Problem	20140310	20140311	1
S0489455	CL	R91713293	Electrical Problem	20140426	20140428	1
S0489456	CO	A97000270	Electrical Problem	20140629	20140703	1
S0489472	MC	F53111113	Electrical Problem	20140628	20140630	1
S0489483	PO	Q56171362	Electrical Problem	20141102	20141114	1
S0489493	CL	Q10378161	Electrical Problem	20140507	20140516	1
S0489503	CO	E33187040	Electrical Problem	20140808	20140812	1
S0489601	CO	Q54753737	Electrical Problem	20141219	20141223	1
S0489619	PO	L85922073	Electrical Problem	20140305	20140310	1
S0489678	CL	N62305240	Electrical Problem	20140305	20140313	1
S0489732	CL	B16289293	Electrical Problem	20140710	20140715	1
S0489843	PO	A82421307	Electrical Problem	20140618	20140619	1
S0489861	CL	H54809068	Electrical Problem	20140111	20140113	1
S0489913	MO	Q95074782	Electrical Problem	20140820	20140825	1
S0489936	PO	L30220434	Electrical Problem	20141122	20141125	1
S0489963	CL	D84025624	Electrical Problem	20140730	20140804	1
S0489981	CL	M17587566	Electrical Problem	20141010	20141015	1
S0490004	CL	N20706394	Electrical Problem	20140922	20141003	1
S0490021	CL	Q42185643	Electrical Problem	20140316	20140319	1
S0490036	BH	N93087627	Electrical Problem	20140327	20140401	1
S0490053	CD	T82613746	Electrical Problem	20141121	20141124	1
S0490105	CL	P83500161	Electrical Problem	20141012	20141013	1
S0490168	CL	F34525438	Electrical Problem	20141106	20141107	1
S0490172	PO	L75701908	Electrical Problem	20140621	20140626	1
S0490193	CL	L90314475	Electrical Problem	20140307	20140311	1
S0490198	MO	R22121676	Electrical Problem	20141001	20141002	1
S0490219	CL	G39650024	Electrical Problem	20140612	20140616	1
S0490230	PL	S38639171	Electrical Problem	20140824	20140826	1
S0490239	CL	D69583954	Electrical Problem	20140719	20140722	1
S0490280	CL	H37978090	Electrical Problem	20140717	20140722	1
S0490291	PO	F15967009	Electrical Problem	20140529	20140530	1
S0490306	PD	Q18163684	Electrical Problem	20140426	20140502	1
S0490318	PO	B51427039	Electrical Problem	20140711	20140722	1
S0490368	CO	B94716665	Electrical Problem	20141025	20141028	1
S0490394	MO	J13326498	Electrical Problem	20141204	20141205	1
S0490418	PO	G44032111	Electrical Problem	20141009	20141013	1
S0490453	PO	F26921417	Electrical Problem	20141003	20141006	1
S0490464	CO	Q30017504	Electrical Problem	20140423	20140502	1
S0490505	CO	E50767734	Electrical Problem	20140220	20140224	1
S0490517	CL	C83736606	Electrical Problem	20140106	20140117	1
S0490535	PO	C73099582	Electrical Problem	20140201	20140213	1
S0490544	CL	Q47177154	Electrical Problem	20140723	20140805	1
S0490561	PO	B64348532	Electrical Problem	20140710	20140715	1
S0490576	CD	T79599529	Electrical Problem	20140604	20140609	1
S0490583	CD	H23460703	Electrical Problem	20140427	20140430	1
S0490612	CD	C22990897	Electrical Problem	20140731	20140804	1
S0490634	MC	B91550829	Electrical Problem	20140125	20140127	1
S0490646	CL	P51758244	Electrical Problem	20140605	20140609	1
S0490656	PO	L77471042	Electrical Problem	20141212	20141217	1
S0490662	CS	R19309699	Electrical Problem	20140822	20140826	1
S0490668	MC	G63885470	Electrical Problem	20140305	20140311	1
S0490682	PD	A99643025	Electrical Problem	20140517	20140519	1
S0490732	PO	H37210316	Electrical Problem	20140508	20140512	1
S0490744	CL	Q29075308	Electrical Problem	20140528	20140602	1
S0490745	PI	N20962983	Electrical Problem	20140713	20140715	1
S0490757	CO	H22958190	Electrical Problem	20141108	20141111	1
S0490778	PO	K48704295	Electrical Problem	20140927	20141007	1
S0490832	CO	P23573587	Electrical Problem	20140906	20140916	1
S0490848	CL	L72714789	Electrical Problem	20140702	20140708	1
S0490882	MO	C66844139	Electrical Problem	20141212	20141215	1
S0490888	CO	K41487865	Electrical Problem	20141211	20141223	1
S0490897	PO	L68476085	Electrical Problem	20140202	20140203	1
S0490909	BO	R44073663	Electrical Problem	20141011	20141014	1
S0490918	CL	J52370251	Electrical Problem	20140425	20140428	1
S0490942	CL	F45921474	Electrical Problem	20141208	20141209	1
S0490955	CL	P39468687	Electrical Problem	20140214	20140218	1
S0491045	CO	P53677799	Electrical Problem	20140905	20140909	1
S0491053	MO	Q95877766	Electrical Problem	20140116	20140121	1
S0491078	CL	F88866821	Electrical Problem	20140125	20140203	1
S0491108	PO	B38369115	Electrical Problem	20141107	20141112	1
S0491136	CO	Q60375169	Electrical Problem	20140413	20140414	1
S0491192	BO	L84554453	Electrical Problem	20140127	20140128	1
S0491194	PL	R39584363	Electrical Problem	20140921	20140922	1
S0491245	PO	G17636127	Electrical Problem	20141016	20141021	1
S0491259	CO	R22054449	Electrical Problem	20140306	20140307	1
S0491280	PO	C68145087	Electrical Problem	20140530	20140604	1
S0491318	PL	M99519269	Electrical Problem	20140820	20140825	1
S0491324	BH	K41418337	Electrical Problem	20140306	20140310	1
S0491363	PO	H23374806	Electrical Problem	20141219	20141222	1
S0491462	CL	S94677662	Electrical Problem	20140517	20140521	1
S0491498	PO	T70385702	Electrical Problem	20140323	20140401	1
S0491532	CL	K19362664	Electrical Problem	20140417	20140421	1
S0491544	CL	A26426263	Electrical Problem	20140726	20140729	1
S0491672	BH	J62328211	Electrical Problem	20140125	20140128	1
S0491684	CS	E39341661	Electrical Problem	20140923	20140925	1
S0491701	MO	M24260960	Electrical Problem	20140613	20140617	1
S0491716	CL	G67906248	Electrical Problem	20140502	20140507	1
S0491732	CL	T95025183	Electrical Problem	20140417	20140418	1
S0491786	CL	C47582857	Electrical Problem	20140905	20140919	1
S0491830	MO	P71635346	Electrical Problem	20140510	20140513	1
S0491847	CL	L76936308	Electrical Problem	20140411	20140416	1
S0491874	CL	L91477445	Electrical Problem	20140306	20140313	1
S0491915	PO	H22612556	Electrical Problem	20140524	20140526	1
S0491927	MT	R96963952	Electrical Problem	20140926	20141001	1
S0491966	CL	G90437951	Electrical Problem	20141002	20141003	1
S0492011	CO	R48698962	Electrical Problem	20140426	20140430	1
S0492022	MT	H92928186	Electrical Problem	20140918	20140919	1
S0492044	CL	Q74203217	Electrical Problem	20140509	20140512	1
S0492081	CD	F96369990	Electrical Problem	20140723	20140805	1
S0492112	BO	C94701749	Electrical Problem	20140314	20140327	1
S0492136	CD	N23773839	Electrical Problem	20141123	20141124	1
S0492175	PO	A77646158	Electrical Problem	20140328	20140408	1
S0492211	CL	N71303180	Electrical Problem	20141026	20141027	1
S0492219	CD	A90245412	Electrical Problem	20140823	20140828	1
S0492246	BH	Q30620657	Electrical Problem	20140206	20140213	1
S0492250	CO	K87391453	Electrical Problem	20140118	20140122	1
S0492259	PO	M92480888	Electrical Problem	20140427	20140428	1
S0492293	CD	J26133645	Electrical Problem	20140713	20140723	1
S0492343	PO	P40312033	Electrical Problem	20141025	20141105	1
S0492353	CO	D77956884	Electrical Problem	20141101	20141107	1
S0492378	CL	P87793923	Electrical Problem	20140718	20140723	1
S0492443	MT	M86412889	Electrical Problem	20140810	20140818	1
S0492469	MO	S87281843	Electrical Problem	20141001	20141002	1
S0492513	PO	N99142071	Electrical Problem	20140130	20140206	1
S0492527	CL	S26725255	Electrical Problem	20140402	20140410	1
S0492549	MC	Q65500761	Electrical Problem	20140508	20140516	1
S0492561	PO	J66598041	Electrical Problem	20140626	20140630	1
S0492573	MT	E41464126	Electrical Problem	20140703	20140708	1
S0492578	CL	R81082752	Electrical Problem	20141116	20141118	1
S0492599	CL	L71826054	Electrical Problem	20140416	20140428	1
S0492635	PO	Q57733034	Electrical Problem	20141109	20141110	1
S0492689	CS	F97104298	Electrical Problem	20140627	20140701	1
S0492702	PO	B58683869	Electrical Problem	20140104	20140107	1
S0492717	CO	F71587521	Electrical Problem	20141024	20141029	1
S0492724	PO	B58538696	Electrical Problem	20140906	20140910	1
S0492737	PD	G91402552	Electrical Problem	20140511	20140512	1
S0492761	CL	J81176219	Electrical Problem	20140615	20140626	1
S0492773	CL	Q47088437	Electrical Problem	20140611	20140616	1
S0492806	PO	B44348387	Electrical Problem	20140308	20140313	1
S0492825	MO	Q27660624	Electrical Problem	20141107	20141113	1
S0492857	CL	S64204123	Electrical Problem	20140305	20140312	1
S0492888	CO	R94188825	Electrical Problem	20140822	20140826	1
S0492946	PO	L35200174	Electrical Problem	20140425	20140429	1
S0492987	BH	M79089442	Electrical Problem	20140326	20140331	1
S0493033	CL	F60445585	Electrical Problem	20140320	20140321	1
S0493082	PO	P70402063	Electrical Problem	20141010	20141013	1
S0493112	PO	J74462038	Electrical Problem	20140305	20140319	1
S0493128	PO	F68891318	Electrical Problem	20140830	20140901	1
S0493149	PO	C72161496	Electrical Problem	20140801	20140806	1
S0493169	CL	L17455192	Electrical Problem	20141012	20141016	1
S0493218	MC	R80862682	Electrical Problem	20141015	20141024	1
S0493255	CL	M15557337	Electrical Problem	20140801	20140805	1
S0493280	CL	R74571203	Electrical Problem	20140105	20140106	1
S0493368	CD	B82403410	Electrical Problem	20141212	20141224	1
S0493405	PO	F19162060	Electrical Problem	20141010	20141015	1
S0493451	CS	L91932053	Electrical Problem	20140904	20140909	1
S0493461	PO	P30103111	Electrical Problem	20141119	20141124	1
S0493476	CD	Q69784607	Electrical Problem	20140403	20140408	1
S0493534	MC	J42830724	Electrical Problem	20141218	20141222	1
S0493544	CS	Q73609906	Electrical Problem	20141212	20141216	1
S0493558	PD	Q18411930	Electrical Problem	20140618	20140626	1
S0493563	CO	Q84884286	Electrical Problem	20141017	20141020	1
S0493593	PO	Q43964483	Electrical Problem	20140521	20140522	1
S0493599	CL	P65041001	Electrical Problem	20141029	20141103	1
S0493621	CD	B10944193	Electrical Problem	20141018	20141023	1
S0493717	CD	F1310ARTS	Electrical Problem	20140531	20140606	1
S0493747	MC	A27010529	Electrical Problem	20140625	20140627	1
S0493802	CO	Q18300562	Electrical Problem	20140709	20140723	1
S0493883	CL	A70330901	Electrical Problem	20140501	20140502	1
S0493894	MO	F62544625	Electrical Problem	20140221	20140225	1
S0493934	BH	Q77592229	Electrical Problem	20141213	20141217	1
S0493937	MT	L43035734	Electrical Problem	20141123	20141204	1
S0493971	CL	N14314975	Electrical Problem	20141102	20141103	1
S0493995	CO	Q62396084	Electrical Problem	20140521	20140522	1
S0494028	CL	B11518196	Electrical Problem	20140627	20140702	1
S0494033	CL	Q57435126	Electrical Problem	20140509	20140513	1
S0494041	CL	J28742345	Electrical Problem	20140713	20140717	1
S0494115	MC	F43280055	Electrical Problem	20140702	20140704	1
S0494122	CL	P74116852	Electrical Problem	20140110	20140115	1
S0494147	MC	T11963603	Electrical Problem	20140910	20140924	1
S0494166	PO	Q68526899	Electrical Problem	20140110	20140115	1
S0494204	CL	T12224245	Electrical Problem	20140113	20140117	1
S0494216	BO	C83540026	Electrical Problem	20140308	20140311	1
S0494259	CS	C91057393	Electrical Problem	20141212	20141215	1
S0494341	PO	R43161131	Electrical Problem	20141016	20141027	1
S0494351	CL	Q89566424	Electrical Problem	20140813	20140818	1
S0494407	PO	B93591028	Electrical Problem	20140710	20140718	1
S0494441	CL	Q69796515	Electrical Problem	20140308	20140312	1
S0494478	CO	F84798919	Electrical Problem	20141010	20141013	1
S0494490	PO	J72078020	Electrical Problem	20140501	20140509	1
S0494505	PI	Q62347593	Electrical Problem	20140706	20140707	1
S0494508	CL	G28231912	Electrical Problem	20140120	20140122	1
S0494553	PO	H63312003	Electrical Problem	20140227	20140306	1
S0494627	CD	Q35646506	Electrical Problem	20140305	20140306	1
S0494694	PO	N69610504	Electrical Problem	20140822	20140826	1
S0494717	CD	J48681755	Electrical Problem	20140417	20140428	1
S0494727	PO	J16055005	Electrical Problem	20140619	20140701	1
S0494741	CD	M20983391	Electrical Problem	20140626	20140630	1
S0494752	PO	C72249213	Electrical Problem	20140309	20140314	1
S0494792	CL	T56963911	Electrical Problem	20140113	20140116	1
S0494938	MO	F26569188	Electrical Problem	20140623	20140625	1
S0494941	CO	P92821617	Electrical Problem	20141001	20141006	1
S0494950	PO	R13651941	Electrical Problem	20140112	20140116	1
S0494957	MT	T35591951	Electrical Problem	20140323	20140324	1
S0494970	MO	C26666351	Electrical Problem	20141115	20141121	1
S0494988	PL	C45924984	Electrical Problem	20140820	20140829	1
S0494999	PO	Q37343319	Electrical Problem	20140920	20140923	1
S0495027	CL	Q59184558	Electrical Problem	20141211	20141216	1
S0495096	PO	C62286135	Electrical Problem	20140720	20140723	1
S0495105	BO	A10811447	Electrical Problem	20140917	20140922	1
S0495125	PL	C85875432	Electrical Problem	20140912	20140916	1
S0495189	PO	S71817699	Electrical Problem	20141205	20141210	1
S0495191	MT	M58536778	Electrical Problem	20140730	20140801	1
S0495195	PO	P44849774	Electrical Problem	20140531	20140603	1
S0495238	PO	B30213389	Electrical Problem	20140524	20140526	1
S0495274	PD	F98265017	Electrical Problem	20140425	20140429	1
S0495328	CL	H78219296	Electrical Problem	20141106	20141107	1
S0495332	MC	Q92590800	Electrical Problem	20140124	20140127	1
S0495353	CL	A40978362	Electrical Problem	20140810	20140812	1
S0495374	PO	B98360981	Electrical Problem	20140816	20140822	1
S0495381	CD	Q69988443	Electrical Problem	20140807	20140808	1
S0495445	CD	T20929209	Electrical Problem	20140808	20140813	1
S0495470	CL	M26016779	Electrical Problem	20140808	20140820	1
S0495489	CO	G80576971	Electrical Problem	20141105	20141113	1
S0495562	MO	Q31983379	Electrical Problem	20141108	20141117	1
S0495608	BO	G77942101	Electrical Problem	20140911	20140917	1
S0495613	PO	F48933733	Electrical Problem	20140402	20140404	1
S0495616	CD	C69847997	Electrical Problem	20140827	20140828	1
S0495625	CD	M93188194	Electrical Problem	20140525	20140528	1
S0495712	PO	F17169433	Electrical Problem	20141213	20141226	1
S0495719	CD	S31199280	Electrical Problem	20140531	20140603	1
S0495724	PO	A31104547	Electrical Problem	20140723	20140728	1
S0495780	PO	M68637109	Electrical Problem	20140104	20140107	1
S0495795	CD	D92919161	Electrical Problem	20140328	20140401	1
S0495847	BH	N27078193	Electrical Problem	20140106	20140109	1
S0495859	CL	M50180075	Electrical Problem	20140502	20140507	1
S0495868	CL	M48566924	Electrical Problem	20140412	20140415	1
S0495902	CO	T43418730	Electrical Problem	20141116	20141117	1
S0495907	PO	H13755785	Electrical Problem	20140504	20140507	1
S0495942	PO	T13490052	Electrical Problem	20140827	20140901	1
S0495953	PO	E87531001	Electrical Problem	20141218	20141222	1
S0495988	PO	H47064163	Electrical Problem	20140604	20140606	1
S0496027	MO	B49760181	Electrical Problem	20140103	20140108	1
S0496034	CD	B33556446	Electrical Problem	20140810	20140818	1
S0496106	CL	C89837326	Electrical Problem	20141220	20141223	1
S0496108	PO	D75020400	Electrical Problem	20140906	20140916	1
S0496135	MT	M64600478	Electrical Problem	20140306	20140311	1
S0496166	MO	L82832248	Electrical Problem	20141005	20141016	1
S0496179	CO	Q36009201	Electrical Problem	20141120	20141126	1
S0496219	CL	J90235664	Electrical Problem	20140718	20140731	1
S0496238	PD	T96884261	Electrical Problem	20140530	20140602	1
S0496254	PO	L28312379	Electrical Problem	20140117	20140120	1
S0496288	PO	R37280365	Electrical Problem	20140607	20140609	1
S0496292	CO	T27110153	Electrical Problem	20141004	20141008	1
S0496303	PO	C72936046	Electrical Problem	20140315	20140317	1
S0496319	CO	N10454688	Electrical Problem	20140125	20140128	1
S0496321	MO	B65358221	Electrical Problem	20140327	20140401	1
S0496324	CL	M47645333	Electrical Problem	20140322	20140324	1
S0496385	MO	N57327631	Electrical Problem	20141210	20141212	1
S0496408	MO	H78754457	Electrical Problem	20140918	20140923	1
S0496419	PL	C10260247	Electrical Problem	20140926	20141009	1
S0496422	CL	S20535894	Electrical Problem	20140604	20140616	1
S0496472	CL	M88501625	Electrical Problem	20141022	20141027	1
S0496474	CL	Q14781047	Electrical Problem	20141217	20141229	1
S0496481	CL	Q60247020	Electrical Problem	20140619	20140620	1
S0496497	CL	T26362472	Electrical Problem	20140117	20140121	1
S0496519	PL	P48577841	Electrical Problem	20140914	20140915	1
S0496535	BH	K94037645	Electrical Problem	20140207	20140217	1
S0496550	CL	S56709262	Electrical Problem	20141017	20141024	1
S0496674	CL	A60729117	Electrical Problem	20140529	20140602	1
S0496712	CL	Q49031558	Electrical Problem	20140111	20140115	1
S0496726	CL	S55463695	Electrical Problem	20140813	20140814	1
S0496739	CL	B38894620	Electrical Problem	20140103	20140108	1
S0496759	CL	T48859608	Electrical Problem	20141008	20141015	1
S0496779	CO	K15036651	Electrical Problem	20140814	20140818	1
S0496820	PO	E30591070	Electrical Problem	20141019	20141022	1
S0496865	CL	P74186928	Electrical Problem	20140412	20140422	1
S0496915	MT	K38310678	Electrical Problem	20141206	20141212	1
S0496976	CL	L63140148	Electrical Problem	20141213	20141215	1
S0496994	CL	R42343360	Electrical Problem	20141119	20141124	1
S0497157	CO	A23022763	Electrical Problem	20140402	20140403	1
S0497174	PL	C76344347	Electrical Problem	20141002	20141007	1
S0497195	PO	D12742333	Electrical Problem	20140315	20140317	1
S0497250	CD	D87865487	Electrical Problem	20140831	20140912	1
S0497272	CL	T96480130	Electrical Problem	20140113	20140127	1
S0497310	PO	H27712132	Electrical Problem	20140710	20140711	1
S0497332	MO	T90394189	Electrical Problem	20140518	20140519	1
S0497339	BH	J58812677	Electrical Problem	20141207	20141216	1
S0497350	PO	H67300138	Electrical Problem	20140307	20140320	1
S0497359	MO	C90130751	Electrical Problem	20140323	20140325	1
S0497399	CO	L41897008	Electrical Problem	20140306	20140311	1
S0497445	CD	M10948995	Electrical Problem	20140613	20140618	1
S0497501	CL	N75598855	Electrical Problem	20140421	20140422	1
S0497543	CO	D51623399	Electrical Problem	20140528	20140602	1
S0497580	CL	F70582343	Electrical Problem	20140619	20140624	1
S0497625	CD	G11637696	Electrical Problem	20141121	20141201	1
S0497628	PO	J92541007	Electrical Problem	20140720	20140722	1
S0497631	MO	Q70078304	Electrical Problem	20140213	20140214	1
S0497641	CL	B50426858	Electrical Problem	20140509	20140514	1
S0497674	PL	Q16364257	Electrical Problem	20140920	20140924	1
S0497690	CL	B70126853	Electrical Problem	20140322	20140326	1
S0497705	MT	F40471901	Electrical Problem	20141119	20141120	1
S0497773	PO	Q17291373	Electrical Problem	20141024	20141028	1
S0497836	CO	J41963390	Electrical Problem	20140618	20140624	1
S0497845	CL	H98455082	Electrical Problem	20140816	20140820	1
S0497915	CO	A72794834	Electrical Problem	20140307	20140312	1
S0497934	CL	P99068075	Electrical Problem	20140104	20140110	1
S0497938	CL	H49714478	Electrical Problem	20141115	20141118	1
S0497950	MO	M12205860	Electrical Problem	20140928	20140930	1
S0497963	CO	M98099576	Electrical Problem	20141205	20141218	1
S0497992	PO	T94103076	Electrical Problem	20140808	20140813	1
S0498001	CD	M90886170	Electrical Problem	20140828	20140829	1
S0498034	CS	K56453923	Electrical Problem	20141023	20141028	1
S0498100	PO	K72170516	Electrical Problem	20141001	20141006	1
S0498110	PO	A25035290	Electrical Problem	20140710	20140722	1
S0498116	MC	T67862287	Electrical Problem	20140220	20140221	1
S0498124	CD	D15034167	Electrical Problem	20140201	20140203	1
S0498208	PO	J81088703	Electrical Problem	20140221	20140225	1
S0498243	PI	R50964462	Electrical Problem	20140720	20140721	1
S0498250	PL	F20332946	Electrical Problem	20141005	20141014	1
S0498327	CL	R36250756	Electrical Problem	20140907	20140910	1
S0498336	PL	C10409329	Electrical Problem	20140915	20140916	1
S0498365	CL	G85184628	Electrical Problem	20141012	20141014	1
S0498370	BH	M97398346	Electrical Problem	20140723	20140729	1
S0498409	CO	E58243646	Electrical Problem	20140329	20140331	1
S0498421	CL	L12425620	Electrical Problem	20141123	20141203	1
S0498458	PO	L18635658	Electrical Problem	20140911	20140918	1
S0498509	PO	Q27606429	Electrical Problem	20140611	20140617	1
S0498542	CL	Q43997712	Electrical Problem	20141218	20141223	1
S0498549	PO	F17977401	Electrical Problem	20140404	20140409	1
S0498560	CL	G14918233	Electrical Problem	20140522	20140526	1
S0498646	CL	N50707681	Electrical Problem	20141206	20141211	1
S0498654	PO	T80779024	Electrical Problem	20140928	20141003	1
S0498670	CO	C59760590	Electrical Problem	20140320	20140402	1
S0498678	PO	B61443485	Electrical Problem	20140313	20140318	1
S0498693	CD	P22683366	Electrical Problem	20140515	20140519	1
S0498708	MT	B62260735	Electrical Problem	20141203	20141208	1
S0498711	CL	R35886478	Electrical Problem	20140416	20140425	1
S0498754	CL	P22835933	Electrical Problem	20140113	20140127	1
S0498767	PO	Q64230397	Electrical Problem	20140507	20140508	1
S0498770	CO	G30803873	Electrical Problem	20140404	20140408	1
S0498803	MT	N59601631	Electrical Problem	20140824	20140825	1
S0498827	PI	F84200069	Electrical Problem	20140711	20140725	1
S0498858	CO	T68813943	Electrical Problem	20140302	20140306	1
S0498905	PO	N83030647	Electrical Problem	20140619	20140624	1
S0498950	CL	M63148521	Electrical Problem	20140104	20140117	1
S0498952	PO	M91292664	Electrical Problem	20141008	20141021	1
S0498961	MC	N40931370	Electrical Problem	20140925	20141007	1
S0498999	CO	T49331267	Electrical Problem	20140517	20140520	1
S0499010	PO	K99804018	Electrical Problem	20141114	20141118	1
S0499078	BO	Q93468446	Electrical Problem	20140215	20140219	1
S0499127	PD	G85637714	Electrical Problem	20140423	20140505	1
S0499129	CL	S74102416	Electrical Problem	20140705	20140707	1
S0499147	PO	J63389257	Electrical Problem	20140314	20140319	1
S0499221	BO	F67436917	Electrical Problem	20141205	20141208	1
S0499338	MC	Q47946349	Electrical Problem	20141217	20141219	1
S0499379	CL	B46431820	Electrical Problem	20140313	20140324	1
S0499426	CO	P98990679	Electrical Problem	20140727	20140728	1
S0499456	PO	Q60105234	Electrical Problem	20141107	20141110	1
S0499468	CO	K82054206	Electrical Problem	20141108	20141111	1
S0499522	PL	M50757597	Electrical Problem	20141015	20141017	1
S0499554	CL	P38650403	Electrical Problem	20140702	20140703	1
S0499588	PO	N14347093	Electrical Problem	20141212	20141215	1
S0499633	MO	G94706550	Electrical Problem	20140424	20140507	1
